title,company,location,url,description,source,experience,salary
Data Analyst (Trainee Remote),Cloudgemini Solutions,Bengaluru,https://www.naukri.com/job-listings-data-analyst-trainee-remote-cloudgemini-solutions-bengaluru-0-to-1-years-240225500812?src=directSearch&sid=17404113822775309&xp=1&px=1,"Description
Collect, clean, and organize data from different sources to ensure accuracy and consistency.
Assist in the development of data models, reports, and dashboards to support business decision-making.
Perform statistical analysis and basic data visualization to identify trends, patterns, and insights.
Work with senior team members to understand business requirements and create tailored data-driven solutions.
Assist in the preparation and presentation of data analysis reports to internal teams.
Contribute to ongoing projects, providing data insights and recommendations for improvement.
Collaborate with cross-functional teams to improve data collection, processing, and reporting strategies.
Learn and apply industry-standard tools and techniques to improve data quality and analysis efficiency.
Requirements
Requirements:
A recent graduate or someone with basic experience in data analysis, statistics, or a related field.
Proficiency in MS Excel; familiarity with data visualization tools like Power BI or Tableau is a plus.
Basic knowledge of SQL, Python, or R for data analysis is preferred.
Strong analytical and problem-solving skills.
Detail-oriented with the ability to work independently and in a team environment.
Excellent communication and interpersonal skills.
A passion for learning new data tools and technologies.
Ability to manage time effectively and handle multiple tasks simultaneously.
Desirable Skills:
Understanding of basic statistics and data analysis concepts.
Familiarity with data wrangling and cleaning techniques.
Exposure to cloud platforms (e.g., AWS, Google Cloud, Azure) is a bonus.
Role: Data Analyst
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Business Intelligence & Analytics
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Data analysisAnalyticalData collectionData qualityData AnalystData analyticsdata visualizationAnalyst TraineeSQLPython",Naukri,3 months duration,Unpaid
Data Analyst or Analytics Trainee [Required],Innovatexiq Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",https://www.naukri.com/job-listings-data-analyst-or-analytics-trainee-required-innovatexiq-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-120225500482?src=directSearch&sid=17404113822775309&xp=2&px=1,"Description
Analyze and interpret data from multiple sources to identify trends, patterns, and insights.
Assist in the development and implementation of reports, dashboards, and data visualizations.
Perform data cleaning, preprocessing, and validation to ensure accuracy and consistency.
Support senior analysts in data analysis and modeling tasks.
Conduct ad-hoc analyses and provide data-driven insights for decision-making.
Collaborate with cross-functional teams to understand business requirements and translate them into data needs.
Develop and maintain databases and assist in the creation of data pipelines.
Learn and implement data analysis techniques and tools to improve efficiency.


Requirements

Qualifications:
Bachelordegree in Computer Science, Statistics, Mathematics, Engineering, or a related field.
Freshers are welcome; no prior work experience is required.
Basic knowledge of data analysis concepts and tools.
Familiarity with Excel, SQL, or other data analysis tools is a plus.
Strong analytical and problem-solving skills.
Good understanding of data visualization concepts (experience with tools like Power BI, Tableau, etc. is a plus).
Willingness to learn and grow in the data analytics field.
Ability to work independently and in a remote team environment.
Good communication skills, both written and verbal.




Benefits
Why Join Us:
Remote Work : Work from anywhere in India.
Learning Opportunities : Receive training and mentorship to enhance your analytical skills.
Career Growth : A clear path to grow into a Data Analyst role with more responsibilities and higher pay.
Work Culture : Flexible work hours and a supportive team to guide you.
Exciting Projects : Work on real-world data projects impacting business decisions.


"" , ""Work_Experience"":""Fresher"" , ""Job_Type"":""Full time"",""Job_Opening_Name"":""Data Analyst or Analytics Trainee [Required]"" , ""State"":""Karnataka"" , ""Country"":""India"" , ""Zip_Code"":""560001"" , ""id"":""159693000013600124"" , ""Publish"":true , ""Date_Opened"":""2025-02-10"" , ""Keep_on_Career_Site"":false}]
Role: Data Analyst
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Business Intelligence & Analytics
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
IT servicesComputer scienceAnalytical skillsData analysisData AnalystData analyticsdata visualizationAnalyticsAnalyst TraineeSQL",Naukri,3 months duration,Unpaid
Reference Data Analyst,Deutsche Bank,Bengaluru,https://www.naukri.com/job-listings-reference-data-analyst-deutsche-bank-ag-bengaluru-0-to-5-years-240225914217?src=directSearch&sid=17404113822775309&xp=3&px=1,"Job description
Job Title: Reference Data Analyst, NCT
Role Description
The Reference Data Analyst focuses on effective oversight of strategic data used across the banks systems and infrastructure.
The Reference Data Analyst supports various elements of the data lifecycle, from ensuring that data is captured from the best source, to validating and classifying, and operating controls that optimize its quality and maximize coverage.
The Reference Data Analyst has responsibility for maintaining robust processes related to data set-up, storage and distribution, as well as system configuration, together with participation in projects designed to streamline infrastructure and improve efficiency.
Reference data is integral to the banks response to regulatory requirements. Close partnership is needed with stakeholders such as Front Office, Middle Office, Audit, Compliance and Regulatory. Reporting to deliver solutions that balance immediate business priorities with long term strategic objectives.
An Analyst primarily handles data operations and generates reports from data interpretation. CAM analyst performs checks to authenticate the requests on the basis of the documents received, completeness and correctness. Processing the Static requests on the various downstream systems as per the process guidelines. Investigate open items/Risk items and resolve as required. Escalate unresolved open items per departmental policy.
Your key responsibilities
Process:
Data input approval of Account opening, maintenance process SSI functions in downstream system.
Ensuring the processing guidelines (KOP) are followed with diligence.
Monitoring the mailboxes in terms of processing and queries.
Participating in employee engagement activities effective participation in team huddle and contribution in regular meetings.
Ensuring the mandatory trainings are completed within the time.
Leaves and breaks needs to plan in line with process deliverables, ensuring timely updates on HR- Workday.
Meet productivity target of 100% and makes sure the 2 eye processing is completed within agreed SLA 100% accuracy.
Assisting the team and the process in reviewing the KOP.
Control
Account opening, maintenance process SSI has to be followed as per CAM KOP.
Owning the issues, resolve it on priority and escalating wherever required as per escalation matrix.
Change
Identify possible automation opportunities and reduce manual intervention.
To work in the direction of finding process gaps and ideas to remediate the same.
Your skills and experience
Minimum Bachelors degree or equivalent in relevant field
0.6 to 6 years of work experience in corporate Banking
Basic knowledge of Banking operations/Financial Products (Fixed income cash derivatives Financial Products and financial instruments including Futures, Options, Swaps).
Microsoft Office/Suite proficient (Word, Excel, PowerPoint, etc.)
Good communication skills. Interaction with the Middle Office and/or Clients to ensure the timely and accurate processing of all life cycle events.
Must be able to work well and adapt to change in a fast-paced environment
Ensure that all work is delivered, meet the agreed production standards, and SLA timeframes responsible for all process related MI reports
Adherence to STARC standards and procedures and ensuring that there are no lapses or gaps in control.
Keep team management informed of status of cases and proactively identify and flag issues.
Creating the EOD (Log reports) for the transactions processed on a daily basis. Ensure EOD controls
Should be flexible in working hours, also should be able to support in different time zones on rotational basis
Able to work under pressure and against challenging timescales.
Role: Equity Research Analyst
Industry Type: Investment Banking / Venture Capital / Private Equity
Department: BFSI, Investments & Trading
Employment Type: Full Time, Permanent
Role Category: Trading, Asset & Wealth Management
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Data Analysis
financial analysisdata managementbloomberginvestment bankingbusiness analysistrade settlementsmarket datacapital marketcorporate actionskycstatic datacorporate bankingfixed incomefinancefund accounting",Naukri,0 - 5 years,Not Disclosed
Finance Executive,Fairmont Hotels & Resorts,"Udaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/finance-executive-at-fairmont-hotels-resorts-4151971249?position=1&pageNum=0&refId=cBZStclQz0EvatkvP%2FFjTA%3D%3D&trackingId=OiaGFkfZXtkKEZrqTkLWhQ%3D%3D,"Company Description

Your Fairmont Journey Starts Here:

Are you a someone with a passion for excellence and a flair for exceptional hospitality? Fairmont Udaipur Palace invites you to embark on an unforgettable journey of luxury and join our pre-opening team.

Job Description

Key Responsibilities:

To ensure the smooth and efficient operation of the Accounts Payable Section through payments of liabilities as per standards.
Ensure that transactions for the day are posted and reconciled with the general ledger on a daily basis.
Ensure that the required journal entries are prepared on a timely basis.
Responsible for the supervision and guidance of the Accounts Payments

Finance Planning

Ensure that month-end closing entries are done as per standard procedure.
Prepare reports, schedules and analysis that may be required by the Financial Manager/ Director of Finance.

People Management

Establish and maintain seamless co-ordination & co-operation with all departments to ensure maximum cooperation, productivity, and guest service.
Respond to queries, by resolving issues in a timely and efficient manner to ensure customer satisfaction.
Ensure that all personnel are kept well informed of department’s objectives and policies.

Financial Management

Identify optimal, cost effective use of the resources.

Operational Management

Oversee and coordinate the day-to-day activities of Accounts Payable.
Investigate and resolve problems associated with processing of invoices and purchase orders.
Communicate and follow up with internal departments to resolve issues and determine methods for expediting problem payments.
Maintain and administer Accounts Payable databases.
Ensure that tax related matters such as computations, payments and reports to Tax Bureau are complied with.
Reconcile creditor’s statements of accounts against the records.
Oversee and coordinate the day-to-day processing of routine invoices for payment.
Process invoices for payment.
Perform daily follow-up on Accounts Payables.
Perform miscellaneous job-related duties as assigned.

Qualifications

1-2 years’ experience in Accounts
Bachelor’s degree in Accounting or Finance
Working knowledge of accounts receivables, methods, and practices
Strong MS Office (Outlook, Teams) and Excel skills (tables, formulas, pivots tables, Vlookups, etc.)
Strong analytical and problem-solving ability with drive for results
Strong communication skills and ability to interact at all levels of the organization and customers
Team player with motivated work ethic
Excellent organizational skills and attention to detail

Additional Information

Our Commitment To Diversity & Inclusion

We are an inclusive company, and our ambition is to attract, recruit and promote diverse talent.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Finance and Sales
Industries
Hospitality
Referrals increase your chances of interviewing at Fairmont Hotels & Resorts by 2x
See who you know",LinkedIn,,
Teller-North,IDFC FIRST Bank,"Rajasthan, India",https://in.linkedin.com/jobs/view/teller-north-at-idfc-first-bank-4151578502?position=2&pageNum=0&refId=cBZStclQz0EvatkvP%2FFjTA%3D%3D&trackingId=aIFUbOTASG%2FG%2BajlJqa7HA%3D%3D,"Job Requirements

Role/ Job Title: Teller

Function/ Department: Branch Banking

Job Purpose

The role entails providing best in-class customer service to become their banking partner of choice through efficient and cost-effective customer engagement. The role bearer would be responsible for client engagement, customer service, operations, liability build up, cross sales at the designated branch and ensure regulatory requirements.

Roles & Responsibilities

Daily customer engagement on assigned customer portfolio for CA/SA/TD build up, Asset & Wealth cross sell
Deliver business target assigned as per performance score card
Giving the client need based product solutions
Assessing customer propensity and ensuring higher product penetration per relationship
Referencing for more business from existing customers
Responsible for creating a customer-focused approach for quick resolution of all queries and complaints
Ensuring adherence to banking regulation & policies pertaining to Anti Money Laundering (AML), Know Your Customer (KYC), Data & Information security etc.
Assist in closure of all observations in audit report
Client relationship management and customer services related to retail banking operations
Custodian of the branch vault and manage the vault limits
Supervise all cash and non-cash transactions like DD/MC, fund transfer etc.
Updating the key registers regularly
Review branch reports like end of day (EOD), cash position report, instruments issued etc.
Monitoring of dummy accounts, suspense accounts, deferred accounts, accounts payable/ receivable, reconciliation and maintenance of suspense accounts register as per the required format

Education Qualification

Any graduate

Experience: 0 to 2 years of relevant experience
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Finance and Sales
Industries
Banking
Referrals increase your chances of interviewing at IDFC FIRST Bank by 2x
See who you know",LinkedIn,,
Assistant Manager - Accounts Payable,Fairmont Hotels & Resorts,"Udaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/assistant-manager-accounts-payable-at-fairmont-hotels-resorts-4151965913?position=3&pageNum=0&refId=cBZStclQz0EvatkvP%2FFjTA%3D%3D&trackingId=vMwR%2FoYfciiVXSR09ICZ6A%3D%3D,"Company Description

Your Fairmont Journey Starts Here:

Are you a someone with a passion for excellence and a flair for exceptional hospitality? Fairmont Udaipur Palace invites you to embark on an unforgettable journey of luxury and join our pre-opening team.

Job Description

Assist the department in the month-end closure process preparing journals for the accounting software and ensuring reconciliation of ledgers like advances, vacations, indemnity, ticket service charges, accrued salaries, tips, AIP Ex-com, and sales Incentives periodically.
Count and verify the daily cash deposits from the individual cashiers, deposit the same promptly, resolve any discrepancies with the service provider or bank, and possess excellent cash handling skills.
Reconcile all cash receipts with the PMS system, and prepare the daily GC report and submission daily for approval from managers.
Provide monetary change to personnel with hotel cash float and issue due backs to cashiers as and when required. Maintain adequate change in the GC float, ensure daily closure of cash, and ensure third-party audit periodically on the GC float.
Prepare and maintain the over/short reports/logs by cashiers daily and forward them to the chief accountant at the month-end.
Disburse petty expenses to the department adhering to the hotel policies and procedures.
Participate in hotel float audits frequently along with the income auditor in the presence of the float owner and report all discrepancies to and submit the summary to the DOF and CA.
Assist in cashier training and be available as needed to support cashiers in resolving problems related to cash handling.
Strictly adhere to hotel guidelines for cash handling, disbursement, and cheque encashment procedures.
Ensure that currency exchange gains/losses are posted and all foreign currencies and cheque proceeds are deposited on a timely basis.
Professionally conduct yourself at all times to reflect the high standard of the brand.
To perform any other duties and responsibilities assigned by the CDOF or Finance Manager.
Must be willing to work a flexible schedule to accomplish all major responsibilities and task.

Qualifications

Educated to bachelor’s degree level or beyond, most likely within a business or hospitality management-related discipline, or experience equivalent.
Prior experience in the same position.
Prior experience in pre-opening.
Fluency in verbal and written English are essential.
Must be a highly capable user of Microsoft Office programs, including Excel, Word, PowerPoint and Outlook.
Previous working experience in a truly global work environment is essential.

Additional Information

Our Commitment To Diversity & Inclusion

We are an inclusive company, and our ambition is to attract, recruit and promote diverse talent.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
Hospitality
Referrals increase your chances of interviewing at Fairmont Hotels & Resorts by 2x
See who you know",LinkedIn,,
Assistant Manager - Rural Term Loan - RSL/RPR,Bajaj Finserv,"Sikar, India",https://in.linkedin.com/jobs/view/assistant-manager-rural-term-loan-rsl-rpr-at-bajaj-finserv-4133038804?position=4&pageNum=0&refId=cBZStclQz0EvatkvP%2FFjTA%3D%3D&trackingId=bkJenk0NOyhgQErEdumAQA%3D%3D,"Location Name: Sikar

Job Purpose

“This position is open with Bajaj Finance ltd.”

Duties And Responsibilities

Х Achieving & exceeding Business goals and targets for Personal Loan.

Х Identifying referral network, brokers and generating business from them.

Х Assign the responsibility to sales executives and monitor the performance.

Х Identification of good areas to operate and customer profiles.

Х Effectively engage Operations & Risk teams to understand and contribute to overall processes & profitability across locations.

Х Team management & Grooming of the team to achieve their respective targets

Х Managing the Delinquency of the business sourced to ensure health of portfolio.

Х Manage the Distribution through Direct, referral and their concerns in an appropriate manner

Required Qualifications And Experience

Х Minimum graduate with 2 to 3 Years of Exp in Branch Sales

Х Prior Exp in Banking & NBFC Industry (Asset or Liabilities)

Х Prior experience in Refinance and gold loans is a must

Х Should have Exp of handling multiple product sales

Х Must have Team Management and Relationship Management Skills

Х Willingness to travel extensively to rural location.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Finance and Sales
Industries
Financial Services
Referrals increase your chances of interviewing at Bajaj Finserv by 2x
See who you know",LinkedIn,,
Finance & Accounts,Medipulse Hospital,"Jodhpur, Rajasthan, India",https://in.linkedin.com/jobs/view/finance-accounts-at-medipulse-hospital-4154054313?position=5&pageNum=0&refId=cBZStclQz0EvatkvP%2FFjTA%3D%3D&trackingId=Eb%2FISUIHPP8EH5tTJ5pKyg%3D%3D,"Roles And Responsibilities

Preparing monthly, quarterly and annual reports. (Balance Sheet and Profit & Loss Statement)
Conducting internal audits.
Overseeing tax payments.
Preparing budgets for the organization.
Monitoring and reporting on accounting inconsistencies.
Keeping up-to-date with financial policies, practices, and regulations.
Complying with state and federal tax regulations.
Forecast costs and revenues.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Finance and Sales
Industries
Hospitals and Health Care
Referrals increase your chances of interviewing at Medipulse Hospital by 2x
See who you know",LinkedIn,,
"Financial Analyst I, FOAA Payroll Accounting team",Amazon,Bengaluru,https://www.naukri.com/job-listings-financial-analyst-i-foaa-payroll-accounting-team-amazon-india-software-dev-centre-pvt-ltd-bengaluru-0-to-4-years-180225500336?src=directSearch&sid=17404114353837896&xp=1&px=1,"Job description
Amazon is a US-based multinational electronic commerce company headquartered in Seattle, Washington. Amazon. com started as an online bookstore, but soon diversified into many other categories, with a vision to be earths most customer-centric company & to build a place where people can come to find and discover anything they might want to buy online.

Amazons Finance Operations, Accounting & Analysis (FOAA) team is a fast-paced, team-focused, dynamic environment and delivering great experiences for our customers is top priority.

FOAA is seeking a Financial Analyst to support our Payroll team. The Financial Analyst will partner with the Global Payroll Finance teams (based in the US) to support in launching, operationalizing and maintaining its payments infrastructure across entities, platforms and marketplaces. This is an exciting opportunity to join a fast-paced business at Amazon. The successful candidate will be strategic, analytical, and have a demonstrated ability to manage the financial responsibilities of a high-growth business. The successful candidate will be comfortable working in cross-functional teams, and demonstrate strong leadership skills.
The ideal candidate must have superior attention to detail and the ability to manage multiple competing priorities. The position represents an exciting opportunity to be a part of an extremely dynamic and high -paced environment, support a global organization and work with accounting and business teams. The role offers significant opportunities for rapid growth and is a great place to learn about various businesses at Amazon.
Work independently to manage projects and support Amazons global business and development teams in the design and implementation of payment methods, new products and offerings.
Provide project management update within and across business units to transition new processes and/or permanent solutions to support the Amazon accounting team.
Coordinate with the global accounting teams to establish and maintain strong communication channels.
Identify, implement, and adhere to best practices across all new project launches
Offering and receiving coaching, support, and guidance to the team.
Perform financial reporting and support monthly P&L analysis and financial forecasts
Developing and reporting on Finance Business Integration (FBI) team performance metrics
Supporting in User Acceptance Testing (UATs) in close co-ordination with business and accounting teams
Assisting on measuring and reporting progress on key goals for the business in a timely manner
Provide inputs for monthly and quarterly business reviews in a timely manner. Facilitate the business reviews with data analysis and follow through with business leaders on actionable items for improving business metrics over a period of time
Long and short term financial planning
Perform ad-hoc business analyses, and financial modeling. Present recommendations to senior management on strategic decisions, and planned future initiatives
Demonstrate appropriate understanding / working knowledge of accounting principles and internal controls, and apply them
Ensure appropriate financial policies, procedures, and internal controls are in place, documented, and operating as intended.
Drive process improvements required to enhance controls.
Actively participate in strategic initiatives and special projects when assigned or required. - Experience using data to influence business decisions
- CA with 0-4 years of post qualification experience in Month end closing of Books of accounts/working on various sub-ledgers/Accounting Knowledge/Balance Sheet Reconciliation and Reporting activities.
- Fluency in Microsoft Excel
- Advanced analytical skills and an ability to work independently in a fast-paced and rapidly changing environment
Role: Financial Analyst
Industry Type: Internet
Department: Finance & Accounting
Employment Type: Full Time, Permanent
Role Category: Finance
Education
UG: Any Graduate
PG: CA in CA
Key Skills
PayrollData analysisExcelFinancial reportingProject managementReconciliationFinancial planningFinancial operationsUser acceptance testingBalance Sheet",Naukri,0 - 4 years,Not Disclosed
Accountant,ACCOUNTENT,"Jodhpur, Rajasthan, India",https://in.linkedin.com/jobs/view/accountant-at-accountent-4148895542?position=1&pageNum=0&refId=tDiY8qwM2ulfvNtnHPL0Dw%3D%3D&trackingId=yYXsle4BxyW%2FKYgHPC2lQQ%3D%3D,"Company Description

We suggest you enter details here.

Role Description

This is a full-time on-site role for an Accountant at ACCOUNTENT located in Jodhpur. The Accountant will be responsible for managing financial records, preparing financial reports, budgeting, analyzing financial data, and ensuring compliance with accounting regulations and procedures.

Qualifications

Financial Reporting, Budgeting, and Financial Analysis skills
Knowledge of accounting regulations and procedures
Experience with financial software and systems
Attention to detail and accuracy in financial record-keeping
Ability to work independently and as part of a team
Bachelor's degree in Accounting, Finance, or related field
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
Accounting
Referrals increase your chances of interviewing at ACCOUNTENT by 2x
See who you know",LinkedIn,,
Basic Accountant,Revolution Software Services Pvt. Ltd,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/basic-accountant-at-revolution-software-services-pvt-ltd-4163827052?position=2&pageNum=0&refId=tDiY8qwM2ulfvNtnHPL0Dw%3D%3D&trackingId=yjNaMcuXdCw%2FfDRJwjSNdg%3D%3D,"Revolution Software Services Pvt. Ltd provided pay range
This range is provided by Revolution Software Services Pvt. Ltd. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more.
Base pay range
₹10,000.00/mo - ₹15,000.00/mo
Skills:
Financial Reporting, Taxation, Auditing, Budgeting, Financial Analysis, Account Reconciliation, GAAP Knowledge, Excel Proficiency,

Company Overview

Welcome to Revolution Software Services Pvt. Ltd., a revered web-based company situated in the beautiful city of Jaipur, Rajasthan. Established in 2009 after 10 years of work experience, Revolution Soft has earned immense acclaim as a trusted software development service provider. With a rich portfolio that includes IT consulting, offshore web development, and comprehensive business applications, we have made significant strides in providing high-quality software solutions to reputed organizations worldwide.

Job Overview

Revolution Software Services Pvt. Ltd. is seeking a dedicated and detail-oriented Basic Accountant to join our dynamic team in Jaipur. This is an entry-level, full-time position designed for freshers with up to 1 year of work experience. The perfect candidate will adeptly handle financial reporting and assist in various accounting functions to support our growing organization.

Qualifications And Skills

Financial Reporting (Mandatory skill)
Taxation
Auditing
Budgeting
Financial Analysis
Account Reconciliation
GAAP Knowledge
Excel Proficiency

Roles And Responsibilities

Assist in preparing financial reports by collecting, analyzing, and summarizing account information.
Conduct regular audits to ensure compliance with financial policies and regulations.
Provide support in budget preparation and monitoring financial performance against the budget.
Perform tax calculations and ensure timely filing of tax returns.
Reconcile financial discrepancies by collecting and analyzing account information.
Review financial statements for accuracy and compliance with Generally Accepted Accounting Principles (GAAP).
Utilize Excel for data analysis, creating spreadsheets, and maintaining financial records.
Collaborate with internal teams to improve financial processes and support decision-making.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at Revolution Software Services Pvt. Ltd by 2x
See who you know",LinkedIn,,
Accountant,Triveni Polychem,"Alwar, Rajasthan, India",https://in.linkedin.com/jobs/view/accountant-at-triveni-polychem-4158463366?position=3&pageNum=0&refId=tDiY8qwM2ulfvNtnHPL0Dw%3D%3D&trackingId=0lR64Gr4iXGWv3cXjXXtwQ%3D%3D,"Direct message the job poster from Triveni Polychem
Yash Chowdhary
Yash Chowdhary
Human Resource | Lucknow University | La Martiniere College

*Opening for Triveni Polychem*

Location- Bhiwadi, Rajasthan

About Us
We at Triveni Polychem, with our high-performing, innovative, and sustainable solutions backed by the best professionals are committed to providing high-quality products with excellent services. Together with our well-wishers, we have managed to build an unmatchable mark in the polymer industry. As per the changing market, we are determined to provide the best services and adapt according to the market's requirements. We aspire to deliver contributions that will impact positively the lives and the organizations we deal with.
Required Candidates for the profile :- Junior Accountant
Experience required: - 2-5 yrs
Good Knowledge about accounts
Knowledge about bookkeeping, data entry, invoice creation Knowledge about gst filing, returns, audit, bill discounting
• Managing Banking operations including import and export.
• Utilize MIS tools and systems to analyze financial data and generate meaningful reports for
• decision-making.
• Develop and maintain financial models to support budgeting and forecasting processes.

Job Location:- Bhewadi, Rajasthan
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
Plastics Manufacturing
Referrals increase your chances of interviewing at Triveni Polychem by 2x
See who you know",LinkedIn,,
Financial Plan & Analysis New Associate,Accenture,Bengaluru,https://www.naukri.com/job-listings-financial-plan-analysis-new-associate-accenture-solutions-pvt-ltd-bengaluru-0-to-1-years-190225922686?src=directSearch&sid=17404114816018013&xp=1&px=1,"Job description





Skill required: Financial Planning & Analysis - Financial Planning and Analysis (FP&A)



Designation: Financial Plan & Analysis New Associate



Qualifications:BCom



Years of Experience:0 to 1 years



What would you do?
You will be aligned with our Finance Operations vertical and will be helping us in determining financial outcomes by collecting operational data/reports, whilst conducting analysis and reconciling transactions.Financial planning, reporting, variance analysis, budgeting and forecastingFinancial planning and analysis (FP&A) refers to the processes designed to help organizations accurately plan, forecast, and budget to support the company s major business decisions and future financial health. These processes include planning, budgeting, forecasting, scenario modeling, and performance reporting.



What are we looking for?
Written and verbal communication
Accounting Journal Entries


Roles and Responsibilities:
In this role you are required to solve routine problems, largely through precedent and referral to general guidelines
Your primary interaction is within your own team and your direct supervisor
In this role you will be given detailed instructions on all tasks
The decisions that you make impact your own work and are closely supervised
You will be an individual contributor as a part of a team with a predetermined, narrow scope of work
Please note that this role may require you to work in rotational shifts


Qualifications

BCom
Role: Financial Analyst
Industry Type: IT Services & Consulting
Department: Finance & Accounting
Employment Type: Full Time, Permanent
Role Category: Finance
Education
UG: B.Com in Commerce
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
forecastingbudgetingfpafinancial planningfinancial planning and analysis
financial analysisaccounts payablemis reportingvariance analysisauditingaccountingmanagement reportingmisfinancial reportingfinancial modellingtaxationfinance",Naukri,0 - 1 years,Not Disclosed
Assistant Manager Financial Planning & Analysis,Alivira Animal Health,"Thane, Navi Mumbai, Mumbai (All Areas)",https://www.naukri.com/job-listings-assistant-manager-financial-planning-analysis-alivira-animal-health-limited-thane-navi-mumbai-mumbai-all-areas-1-to-5-years-040225006237?src=directSearch&sid=17404114816018013&xp=2&px=1,"Job description
Job Title: Assistant Manager Financial Planning & Analysis (FP&A)
Location: Thane
Department: Finance – FP&A
Role Overview:
This role, part of the CFO office, is a pivotal position providing comprehensive financial support, analysis, and reporting for the formulation business in the pharmaceutical industry. The ideal candidate will manage global MIS, sales analysis, pricing inputs, and financial hygiene while supporting management presentations and budgeting activities.
Key Responsibilities:
Ensure timely preparation of MIS and dashboards for leadership and stakeholders.
Having joint accountability with the business for the accuracy of forecasts and, using a good understanding of the business model and financial drivers, to challenge and influence the key cost drivers.
Lead month end closing and deliver monthly financial reports and analysis to Senior Management with providing actionable insights
Oversee statutory compliance and audits for assigned geographies.
Identify areas for financial process improvements, Leverage technology and tools to streamline reporting and analytics.
Ensure adherence to internal controls, compliance policies, and global financial regulations.

Requirements:

Education: Qualified Chartered Accountant with 1–2 years of relevant experience.
Industry Preference: Pharmaceutical industry experience is highly preferred.

Technical Skills:
Advanced proficiency in Microsoft Excel and PowerPoint.
Familiarity with ERP systems (SAP preferred) and
Business Intelligence tools (Power BI) is a plus.

Competencies:
Strong analytical and problem-solving skills.
Excellent communication and presentation skills.
Ability to manage multiple priorities and meet deadlines in a fast-paced environment.
Role: Analyst - Financial Planning & Analysis
Industry Type: Pharmaceutical & Life Sciences
Department: Finance & Accounting
Employment Type: Full Time, Permanent
Role Category: Finance
Education
PG: CA in CA
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Presentation SkillsFinancial Analysis
Sales AnalysisMISBudgeting",Naukri,1 - 5 years,Not Disclosed
